### LOVD-version 3000-020 ### Full data download ### To import, do not remove or alter this header ###
# charset = UTF-8

## Genes ## Do not remove or alter this header ##
{{id}}	{{name}}	{{chromosome}}	{{chrom_band}}	{{refseq_genomic}}	{{refseq_UD}}	{{id_hgnc}}	{{id_entrez}}	{{id_omim}}
"ADAMTS5"	"ADAM metallopeptidase with thrombospondin type 1 motif, 5"	"21"	"q21.3"	"NC_000021.8"	"UD_144482895349"	"221"	"11096"	"605007"
"ADAMTS7"	"ADAM metallopeptidase with thrombospondin type 1 motif, 7"	"15"	"q25.1"	"NG_011492.1"	"UD_144474274815"	"223"	"11173"	"605009"
"ADAMTS9"	"ADAM metallopeptidase with thrombospondin type 1 motif, 9"	"3"	"p14.1"	"NC_000003.11"	"UD_144474277906"	"13202"	"56999"	"605421"
"ADAMTS15"	"ADAM metallopeptidase with thrombospondin type 1 motif, 15"	"11"	"q25"	"NC_000011.9"	"UD_144474088934"	"16305"	"170689"	"607509"
"ADAMTS17"	"ADAM metallopeptidase with thrombospondin type 1 motif, 17"	"15"	"q24"	"NG_016287.1"	"UD_144474291743"	"17109"	"170691"	"607511"
"ADAMTS18"	"ADAM metallopeptidase with thrombospondin type 1 motif, 18"	"16"	"q23"	"NG_031879.1"	"UD_144474091987"	"17110"	"170692"	"607512"
"ADAMTS19"	"ADAM metallopeptidase with thrombospondin type 1 motif, 19"	"5"	"q23.3"	"NC_000005.9"	"UD_144474092215"	"17111"	"171019"	"607513"
"ADAMTS20"	"ADAM metallopeptidase with thrombospondin type 1 motif, 20"	"12"	"q12"	"NG_028228.1"	"UD_144474297612"	"17178"	"80070"	"611681"
"ADAMTSL4"	"ADAMTS-like 4"	"1"	"q21.2"	"NG_012172.1"	"UD_144474297811"	"19706"	"54507"	"610113"
"ADAMTSL5"	"ADAMTS-like 5"	"19"	"p13.3"	"NC_000019.9"	"UD_144474097840"	"27912"	"339366"	""
"ADAP1"	"ArfGAP with dual PH domains 1"	"7"	"p22.3"	"NC_000007.13"	"UD_144474098042"	"16486"	"11033"	"608114"
"ADAP2"	"ArfGAP with dual PH domains 2"	"17"	"q11.2"	"NC_000017.10"	"UD_144474098566"	"16487"	"55803"	"608635"
"ADAR"	"adenosine deaminase, RNA-specific"	"1"	"q21.3"	"NG_011844.1"	"UD_144474298320"	"225"	"103"	"146920"
"ADARB2"	"adenosine deaminase, RNA-specific, B2 (non-functional)"	"10"	"p15.3"	"NC_000010.10"	"UD_144474102014"	"227"	"105"	"602065"
"ADAT2"	"adenosine deaminase, tRNA-specific 2"	"6"	"q24.2"	"NC_000006.11"	"UD_144474105031"	"21172"	"134637"	"615388"
"ADAT3"	"adenosine deaminase, tRNA-specific 3"	"19"	"p13.3"	"NC_000019.9"	"UD_144474301243"	"25151"	"113179"	"615302"
"ADCK1"	"aarF domain containing kinase 1"	"14"	"q24"	"NC_000014.8"	"UD_144474301577"	"19038"	"57143"	""
"ADCK3"	"aarF domain containing kinase 3"	"1"	"q42.11"	"NG_012825.1"	"UD_144474113840"	"16812"	"56997"	"606980"
"ADCK4"	"aarF domain containing kinase 4"	"19"	"q13.2"	"NG_027800.1"	"UD_144474451903"	"19041"	"79934"	"615567"
"ADCY3"	"adenylate cyclase 3"	"2"	"p23.3"	"NC_000002.11"	"UD_144474123088"	"234"	"109"	"600291"
"ADCY4"	"adenylate cyclase 4"	"14"	"q11.2"	"NC_000014.8"	"UD_144474128970"	"235"	"196883"	"600292"
"ADCY7"	"adenylate cyclase 7"	"16"	"q12.1"	"NC_000016.9"	"UD_144482897916"	"238"	"113"	"600385"
"ADCY8"	"adenylate cyclase 8 (brain)"	"8"	"q24"	"NC_000008.10"	"UD_144474307464"	"239"	"114"	"103070"
"ADCY9"	"adenylate cyclase 9"	"16"	"p13.3"	"NG_011434.1"	"UD_144474137867"	"240"	"115"	"603302"
"ADCY10"	"adenylate cyclase 10 (soluble)"	"1"	"q24"	"NG_016139.1"	"UD_144474138088"	"21285"	"55811"	"605205"
"ADCYAP1R1"	"adenylate cyclase activating polypeptide 1 (pituitary) receptor type I"	"7"	"p14.3"	"NG_029869.1"	"UD_144474308279"	"242"	"117"	"102981"
"ADD1"	"adducin 1 (alpha)"	"4"	"p16.3"	"NG_012037.1"	"UD_144474146642"	"243"	"118"	"102680"
"ADD3"	"adducin 3 (gamma)"	"10"	"q25.2"	"NC_000010.10"	"UD_144474146941"	"245"	"120"	"601568"
"ADGB"	"androglobin"	"6"	"q24.2"	"NC_000006.11"	"UD_144474148154"	"21212"	"79747"	"614630"
"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"	"4"	"q23"	"NG_011435.1"	"UD_144474308572"	"250"	"125"	"103720"
"ADH1C"	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	"4"	"q23"	"NG_011718.1"	"UD_144474151266"	"251"	"126"	"103730"
"ADH4"	"alcohol dehydrogenase 4 (class II), pi polypeptide"	"4"	"q22"	"NC_000004.11"	"UD_144474151447"	"252"	"127"	"103740"
"ADH6"	"alcohol dehydrogenase 6 (class V)"	"4"	"q23"	"NC_000004.11"	"UD_144474308890"	"255"	"130"	"103735"
"ADH7"	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	"4"	"q23-q24"	"NC_000004.11"	"UD_144474154586"	"256"	"131"	"600086"
"ADHFE1"	"alcohol dehydrogenase, iron containing, 1"	"8"	"q12.3"	"NC_000008.10"	"UD_144482900267"	"16354"	"137872"	"611083"
"ADI1"	"acireductone dioxygenase 1"	"2"	"p25.2"	"NC_000002.11"	"UD_144474311808"	"30576"	"55256"	"613400"
"ADIG"	"adipogenin"	"20"	"q11.23"	"NC_000020.10"	"UD_144474160355"	"28606"	"149685"	"611396"
"ADIPOQ"	"adiponectin, C1Q and collagen domain containing"	"3"	"q27"	"NG_021140.1"	"UD_144474312126"	"13633"	"9370"	"605441"
"ADIPOQ-AS1"	"ADIPOQ antisense RNA 1"	"3"	"q27.3"	"NC_000003.11"	"UD_144474174227"	"40648"	"100874095"	""
"ADIPOR2"	"adiponectin receptor 2"	"12"	"p13"	"NC_000012.11"	"UD_144474174484"	"24041"	"79602"	"607946"
"ADK"	"adenosine kinase"	"10"	"q22.2"	"NG_030484.1"	"UD_144474180442"	"257"	"132"	"102750"
"ADM"	"adrenomedullin"	"11"	"p15.4"	"NC_000011.9"	"UD_144474180892"	"259"	"133"	"103275"
"ADM2"	"adrenomedullin 2"	"22"	"q13.33"	"NC_000022.10"	"UD_144474312332"	"28898"	"79924"	"608682"
"ADNP2"	"ADNP homeobox 2"	"18"	"q23"	"NC_000018.9"	"UD_144474186656"	"23803"	"22850"	""
"ADO"	"2-aminoethanethiol (cysteamine) dioxygenase"	"10"	"q21.3"	"NC_000010.10"	"UD_144474189654"	"23506"	"84890"	"611392"
"ADORA1"	"adenosine A1 receptor"	"1"	"q32.1"	"NC_000001.10"	"UD_144474315524"	"262"	"134"	"102775"
"ADORA2B"	"adenosine A2b receptor"	"17"	"p12"	"NC_000017.10"	"UD_144474490630"	"264"	"136"	"600446"
"ADORA3"	"adenosine A3 receptor"	"1"	"p13.2"	"LRG_424"	"UD_144474324724"	"268"	"140"	"600445"
"ADPGK-AS1"	"ADPGK antisense RNA 1"	"15"	"q24.1"	"NC_000015.9"	"UD_144474325386"	"44144"	"100287559"	""
"ADPRH"	"ADP-ribosylarginine hydrolase"	"3"	"q13.31-q13.33"	"NC_000003.11"	"UD_144474492314"	"269"	"141"	"603081"
"ADPRHL2"	"ADP-ribosylhydrolase like 2"	"1"	"p34.3"	"NC_000001.10"	"UD_144474333892"	"21304"	"54936"	"610624"
"ADRA1A"	"adrenoceptor alpha 1A"	"8"	"p21.2"	"NG_029395.1"	"UD_144474492682"	"277"	"148"	"104221"
"ADRA1B"	"adrenoceptor alpha 1B"	"5"	"q33.3"	"NC_000005.9"	"UD_144482902748"	"278"	"147"	"104220"
"ADRA1D"	"adrenoceptor alpha 1D"	"20"	"p13"	"NC_000020.10"	"UD_144482904863"	"280"	"146"	"104219"
"ADRA2A"	"adrenoceptor alpha 2A"	"10"	"q25.2"	"NG_012020.1"	"UD_144474348008"	"281"	"150"	"104210"
"ADRA2B"	"adrenoceptor alpha 2B"	"2"	"q11.2"	"NG_032950.1"	"UD_144482907318"	"282"	"151"	"104260"
"ADRA2C"	"adrenoceptor alpha 2C"	"4"	"p16.3"	"NG_012640.1"	"UD_144474509434"	"283"	"152"	"104250"
"ADRB1"	"adrenoceptor beta 1"	"10"	"q25.3"	"NG_012187.1"	"UD_144474361944"	"285"	"153"	"109630"
"ADRB2"	"adrenoceptor beta 2, surface"	"5"	"q31-q32"	"NG_016421.1"	"UD_144474364859"	"286"	"154"	"109690"
"ADRB3"	"adrenoceptor beta 3"	"8"	"p12"	"NG_011936.1"	"UD_144474367916"	"288"	"155"	"109691"
"ADRBK1"	"adrenergic, beta, receptor kinase 1"	"11"	"q13"	"NC_000011.9"	"UD_144474515192"	"289"	"156"	"109635"
"ADRBK2"	"adrenergic, beta, receptor kinase 2"	"22"	"q11"	"NC_000022.10"	"UD_144482910783"	"290"	"157"	"109636"
"ADSL"	"adenylosuccinate lyase"	"22"	"q13.1"	"NG_007993.1"	"UD_144474381985"	"291"	"158"	"608222"
"ADSS"	"adenylosuccinate synthase"	"1"	"q44"	"NC_000001.10"	"UD_144474521051"	"292"	"159"	"103060"
"ADSSL1"	"adenylosuccinate synthase like 1"	"14"	"q32.33"	"NC_000014.8"	"UD_144474524001"	"20093"	"122622"	"612498"
"AEBP2"	"AE binding protein 2"	"12"	"p12.3"	"NC_000012.11"	"UD_144474527072"	"24051"	"121536"	""
"AEN"	"apoptosis enhancing nuclease"	"15"	"q26.1"	"NC_000015.9"	"UD_144482932476"	"25722"	"64782"	"610177"
"AES"	"amino-terminal enhancer of split"	"19"	"p13.3"	"NG_029870.1"	"UD_144474532875"	"307"	"166"	"600188"
"AFAP1"	"actin filament associated protein 1"	"4"	"p16"	"NC_000004.11"	"UD_144482934226"	"24017"	"60312"	"608252"
"AFAP1L1"	"actin filament associated protein 1-like 1"	"5"	"q33.1"	"NC_000005.9"	"UD_144474549679"	"26714"	"134265"	"614410"
"AFAP1L2"	"actin filament associated protein 1-like 2"	"10"	"q26.11"	"NC_000010.10"	"UD_144474552671"	"25901"	"84632"	"612420"
"AFF1"	"AF4/FMR2 family, member 1"	"4"	"q21.3"	"NC_000004.11"	"UD_144474556245"	"7135"	"4299"	"159557"
"AFG3L2"	"AFG3-like AAA ATPase 2"	"18"	"p11.21"	"LRG_666"	"UD_144474560238"	"315"	"10939"	"604581"
"AFM"	"afamin"	"4"	"q13.3"	"NC_000004.11"	"UD_144474563107"	"316"	"173"	"104145"
"AFP"	"alpha-fetoprotein"	"4"	"q13.3"	"NG_023028.1"	"UD_144482937491"	"317"	"174"	"104150"
"AFTPH"	"aftiphilin"	"2"	"p14"	"NC_000002.11"	"UD_144482937825"	"25951"	"54812"	""
"AGAP1"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	"2"	"q37"	"NG_030314.1"	"UD_144474588748"	"16922"	"116987"	"608651"
"AGAP2"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	"12"	"q13.2"	"NG_029755.1"	"UD_144482941288"	"16921"	"116986"	"605476"
"AGAP4"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"	"10"	"q11.21"	"NC_000010.10"	"UD_144474606355"	"23459"	"119016"	""
"AGAP5"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5"	"10"	"q22.2"	"NC_000010.10"	"UD_144474609808"	"23467"	"729092"	""
"AGAP9"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"	"10"	"q11.22"	"NC_000010.10"	"UD_144482941767"	"23463"	"642517"	""
"AGBL3"	"ATP/GTP binding protein-like 3"	"7"	"q33"	"NC_000007.13"	"UD_144474615919"	"27981"	"340351"	""
"AGBL4"	"ATP/GTP binding protein-like 4"	"1"	"p33"	"NC_000001.10"	"UD_144482942136"	"25892"	"84871"	"616476"
"AGBL5"	"ATP/GTP binding protein-like 5"	"2"	"p23.3"	"NC_000002.11"	"UD_144474621649"	"26147"	"60509"	"615900"
"AGFG1"	"ArfGAP with FG repeats 1"	"2"	"q36"	"NC_000002.11"	"UD_144474627908"	"5175"	"3267"	"600862"
"AGFG2"	"ArfGAP with FG repeats 2"	"7"	"q22.1"	"NC_000007.13"	"UD_144474630870"	"5177"	"3268"	"604019"
"AGGF1"	"angiogenic factor with G patch and FHA domains 1"	"5"	"q13.3"	"NG_027822.1"	"UD_144482944948"	"24684"	"55109"	"608464"
"AGK"	"acylglycerol kinase"	"7"	"q34"	"NG_032079.1"	"UD_144482945138"	"21869"	"55750"	"610345"
"AGL"	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	"1"	"p21"	"NG_012865.1"	"UD_144482945871"	"321"	"178"	"610860"
"AGMAT"	"agmatine ureohydrolase (agmatinase)"	"1"	"p36.13"	"NC_000001.10"	"UD_144474642272"	"18407"	"79814"	""
"AGMO"	"alkylglycerol monooxygenase"	"7"	"p21.1"	"NC_000007.13"	"UD_144474642506"	"33784"	"392636"	"613738"
"AGPAT1"	"1-acylglycerol-3-phosphate O-acyltransferase 1"	"6"	"p21.3"	"NC_000006.11"	"UD_144482946505"	"324"	"10554"	"603099"
"AGPAT2"	"1-acylglycerol-3-phosphate O-acyltransferase 2"	"9"	"q34.3"	"NG_008090.1"	"UD_144482949744"	"325"	"10555"	"603100"
"AGPAT3"	"1-acylglycerol-3-phosphate O-acyltransferase 3"	"21"	"q22.3"	"NC_000021.8"	"UD_144474656338"	"326"	"56894"	"614794"
"AGPAT4"	"1-acylglycerol-3-phosphate O-acyltransferase 4"	"6"	"q25.3"	"NC_000006.11"	"UD_144474656710"	"20885"	"56895"	"614795"
"AGPAT4-IT1"	"AGPAT4 intronic transcript 1"	"6"	"q25.3"	"NC_000006.11"	"UD_144474662647"	"20988"	"79992"	""
"AGPAT5"	"1-acylglycerol-3-phosphate O-acyltransferase 5"	"8"	"p23.1"	"NC_000008.10"	"UD_144482951116"	"20886"	"55326"	"614796"
"AGPS"	"alkylglycerone phosphate synthase"	"2"	"q"	"NG_008968.1"	"UD_144474668437"	"327"	"8540"	"603051"
"AGR2"	"anterior gradient 2, protein disulphide isomerase family member"	"7"	"p21.3"	"NC_000007.13"	"UD_144474668732"	"328"	"10551"	"606358"
"AGRN"	"agrin"	"1"	"p36.33"	"LRG_198"	"UD_144482952445"	"329"	"375790"	"103320"
"AGRP"	"agouti related neuropeptide"	"16"	"q22"	"NG_011501.1"	"UD_144474669347"	"330"	"181"	"602311"
"AGT"	"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"	"1"	"q42.2"	"NG_008836.1"	"UD_144474669679"	"333"	"183"	"106150"
"AGTPBP1"	"ATP/GTP binding protein 1"	"9"	"q21.33"	"NC_000009.11"	"UD_144474669962"	"17258"	"23287"	"606830"
"AGTR1"	"angiotensin II receptor, type 1"	"3"	"q24"	"NG_008468.1"	"UD_144474671171"	"336"	"185"	"106165"
"AGTR2"	"angiotensin II receptor, type 2"	"X"	"q22-q23"	"NG_016326.1"	"UD_144474671382"	"338"	"186"	"300034"
"AGTRAP"	"angiotensin II receptor-associated protein"	"1"	"p36.22"	"NC_000001.10"	"UD_144474672131"	"13539"	"57085"	"608729"
"AGXT2"	"alanine--glyoxylate aminotransferase 2"	"5"	"p13"	"NC_000005.9"	"UD_144474672420"	"14412"	"64902"	"612471"
"AHCY"	"adenosylhomocysteinase"	"20"	"q11.22"	"NG_012630.1"	"UD_144474672888"	"343"	"191"	"180960"
"AHCYL1"	"adenosylhomocysteinase-like 1"	"1"	"p13"	"NG_029182.1"	"UD_144474673310"	"344"	"10768"	"607826"
"AHCYL2"	"adenosylhomocysteinase-like 2"	"7"	"q32.1"	"NG_029180.1"	"UD_144474673827"	"22204"	"23382"	"616520"
"AHNAK2"	"AHNAK nucleoprotein 2"	"14"	"q32.33"	"NC_000014.8"	"UD_136019170396"	"20125"	"113146"	"608570"
"AHR"	"aryl hydrocarbon receptor"	"7"	"p15"	"NC_000007.13"	"UD_144474674941"	"348"	"196"	"600253"
"AHRR"	"aryl-hydrocarbon receptor repressor"	"5"	"p15.33"	"NG_029834.1"	"UD_144474675194"	"346"	"57491"	"606517"
"AHSG"	"alpha-2-HS-glycoprotein"	"3"	"q27.3"	"NG_011436.1"	"UD_144474675515"	"349"	"197"	"138680"
"AHSP"	"alpha hemoglobin stabilizing protein"	"16"	"p11.1"	"NC_000016.9"	"UD_132378511691"	"18075"	"51327"	"605821"
"AICDA"	"activation-induced cytidine deaminase"	"12"	"p13"	"LRG_17"	"UD_144474675795"	"13203"	"57379"	"605257"
"AIDA"	"axin interactor, dorsalization associated"	"1"	"q41"	"NC_000001.10"	"UD_144474676175"	"25761"	"64853"	"612375"
"AIF1"	"allograft inflammatory factor 1"	"6"	"p21.3"	"NC_000006.11"	"UD_144474676660"	"352"	"199"	"601833"
"AIFM1"	"apoptosis-inducing factor, mitochondrion-associated, 1"	"X"	"q26.1"	"NG_013217.1"	"UD_144474677486"	"8768"	"9131"	"300169"
"AIFM2"	"apoptosis-inducing factor, mitochondrion-associated, 2"	"10"	"q22.2"	"NC_000010.10"	"UD_144474677978"	"21411"	"84883"	"605159"
"AIG1"	"androgen-induced 1"	"6"	"q24.1"	"NC_000006.11"	"UD_144474679067"	"21607"	"51390"	"608514"
"AIM1"	"absent in melanoma 1"	"6"	"q21"	"NC_000006.11"	"UD_144474679752"	"356"	"202"	"601797"
"AIM1L"	"absent in melanoma 1-like"	"1"	"p35"	"NC_000001.10"	"UD_144474680122"	"17295"	"55057"	""
"AIM2"	"absent in melanoma 2"	"1"	"q22"	"NC_000001.10"	"UD_144474680385"	"357"	"9447"	"604578"
"AIMP1"	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 1"	"4"	"q24"	"NG_028166.1"	"UD_144474680885"	"10648"	"9255"	"603605"
"AIMP2"	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2"	"7"	"p22.1"	"NC_000007.13"	"UD_144474681084"	"20609"	"7965"	"600859"
"AIP"	"aryl hydrocarbon receptor interacting protein"	"11"	"q13.3"	"LRG_460"	"UD_144474681368"	"358"	"9049"	"605555"
"AIPL1"	"aryl hydrocarbon receptor interacting protein-like 1"	"17"	"p13.1"	"NG_008474.1"	"UD_144474681581"	"359"	"23746"	"604392"
"AIRE"	"autoimmune regulator"	"21"	"q22.3"	"LRG_18"	"UD_144474682160"	"360"	"326"	"607358"
"AIRN"	"antisense of IGF2R non-protein coding RNA"	"6"	"q25.3"	"NC_000006.11"	"UD_144474682490"	"34515"	"100271873"	"604893"
"AJAP1"	"adherens junctions associated protein 1"	"1"	"p36.32"	"NC_000001.10"	"UD_144474682667"	"30801"	"55966"	"610972"
"AJUBA"	"ajuba LIM protein"	"14"	"q11.2"	"NC_000014.8"	"UD_144474682898"	"20250"	"84962"	"609066"
"AK1"	"adenylate kinase 1"	"9"	"q34.1"	"NG_011792.1"	"UD_144474683343"	"361"	"203"	"103000"
"AK2"	"adenylate kinase 2"	"1"	"p35.1"	"LRG_133"	"UD_144474683729"	"362"	"204"	"103020"
"AK3"	"adenylate kinase 3"	"9"	"p24.1"	"NG_028041.1"	"UD_144474684575"	"17376"	"50808"	"609290"
"AK4"	"adenylate kinase 4"	"1"	"p31.3"	"NC_000001.10"	"UD_144474684793"	"363"	"205"	"103030"
"AK5"	"adenylate kinase 5"	"1"	"p31"	"NC_000001.10"	"UD_144474685332"	"365"	"26289"	"608009"
"AK8"	"adenylate kinase 8"	"9"	"q34.13"	"NC_000009.11"	"UD_144474685575"	"26526"	"158067"	"615365"
"AKAP2"	"A kinase (PRKA) anchor protein 2"	"9"	"q31.3"	"NG_028265.1"	"UD_144474686080"	"372"	"11217"	"604582"
"AKAP4"	"A kinase (PRKA) anchor protein 4"	"X"	"p11.2"	"NG_012552.1"	"UD_144474686482"	"374"	"8852"	"300185"
"AKAP5"	"A kinase (PRKA) anchor protein 5"	"14"	"q23.3"	"NG_033983.1"	"UD_144474686717"	"375"	"9495"	"604688"
"AKAP6"	"A kinase (PRKA) anchor protein 6"	"14"	"q12"	"NC_000014.8"	"UD_144474687035"	"376"	"9472"	"604691"
"AKAP7"	"A kinase (PRKA) anchor protein 7"	"6"	"q23.2"	"NG_029123.1"	"UD_144474687511"	"377"	"9465"	"604693"
"AKAP8"	"A kinase (PRKA) anchor protein 8"	"19"	"p13.12"	"NC_000019.9"	"UD_144474687841"	"378"	"10270"	"604692"
"AKAP8L"	"A kinase (PRKA) anchor protein 8-like"	"19"	"p13.12"	"NC_000019.9"	"UD_144474688304"	"29857"	"26993"	"609475"
"AKAP10"	"A kinase (PRKA) anchor protein 10"	"17"	"p11.1"	"NG_011493.1"	"UD_144474688772"	"368"	"11216"	"604694"
"AKAP11"	"A kinase (PRKA) anchor protein 11"	"13"	"q"	"NC_000013.10"	"UD_144474689097"	"369"	"11215"	"604696"
"AKAP14"	"A kinase (PRKA) anchor protein 14"	"X"	"q24"	"NG_013218.1"	"UD_144474689304"	"24061"	"158798"	"300462"
"AKIRIN1"	"akirin 1"	"1"	"p34.3"	"NC_000001.10"	"UD_144474689902"	"25744"	"79647"	"615164"
"AKIRIN2"	"akirin 2"	"6"	"q15"	"NC_000006.11"	"UD_144474690146"	"21407"	"55122"	"615165"
"AKNAD1"	"AKNA domain containing 1"	"1"	"p13.3"	"NG_032762.1"	"UD_144474690561"	"28398"	"254268"	""
"AKR1A1"	"aldo-keto reductase family 1, member A1 (aldehyde reductase)"	"1"	"p33-p32"	"NC_000001.10"	"UD_144474691032"	"380"	"10327"	"103830"
"AKR1B1"	"aldo-keto reductase family 1, member B1 (aldose reductase)"	"7"	"q35"	"NC_000007.13"	"UD_144474691382"	"381"	"231"	"103880"
"AKR1B10"	"aldo-keto reductase family 1, member B10 (aldose reductase)"	"7"	"q33"	"NC_000007.13"	"UD_144474691667"	"382"	"57016"	"604707"
"AKR1B15"	"aldo-keto reductase family 1, member B15"	"7"	"q33"	"NC_000007.13"	"UD_144474692001"	"37281"	"441282"	"616336"
"AKR1C1"	"aldo-keto reductase family 1, member C1"	"10"	"p15-p14"	"NC_000010.10"	"UD_144474692363"	"384"	"1645"	"600449"
"AKR1C2"	"aldo-keto reductase family 1, member C2"	"10"	"p15-p14"	"NG_031852.1"	"UD_144474692577"	"385"	"1646"	"600450"
"AKR1C3"	"aldo-keto reductase family 1, member C3"	"10"	"p15-p14"	"NC_000010.10"	"UD_144474693054"	"386"	"8644"	"603966"
"AKR1C4"	"aldo-keto reductase family 1, member C4"	"10"	"p15.1"	"NG_031872.1"	"UD_144474693346"	"387"	"1109"	"600451"
"AKR1D1"	"aldo-keto reductase family 1, member D1"	"7"	"q32-q33"	"NG_023342.1"	"UD_144474693632"	"388"	"6718"	"604741"
"AKR7A2"	"aldo-keto reductase family 7, member A2"	"1"	"p36.13"	"NC_000001.10"	"UD_144474693869"	"389"	"8574"	"603418"
"AKR7A2P1"	"aldo-keto reductase family 7, member A2 pseudogene 1"	"1"	"p13.2"	"NC_000001.10"	"UD_144474694198"	"24062"	"246182"	""
"AKR7A3"	"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)"	"1"	"p36.13"	"NC_000001.10"	"UD_144474694400"	"390"	"22977"	"608477"
"AKT1"	"v-akt murine thymoma viral oncogene homolog 1"	"14"	"q32.33"	"LRG_721"	"UD_144474694787"	"391"	"207"	"164730"
"AKT2"	"v-akt murine thymoma viral oncogene homolog 2"	"19"	"q13.1-q13.2"	"NG_012038.2"	"UD_144474695351"	"392"	"208"	"164731"
"AKT3"	"v-akt murine thymoma viral oncogene homolog 3"	"1"	"q44"	"NG_029764.1"	"UD_144474696033"	"393"	"10000"	"611223"
"AKTIP"	"AKT interacting protein"	"16"	"q12.2"	"NC_000016.9"	"UD_144474696340"	"16710"	"64400"	"608483"
"ALAD"	"aminolevulinate dehydratase"	"9"	"q32"	"NG_008716.1"	"UD_144474696698"	"395"	"210"	"125270"
"ALAS1"	"5'-aminolevulinate synthase 1"	"3"	"p21"	"NC_000003.11"	"UD_144474696999"	"396"	"211"	"125290"
"ALAS2"	"5'-aminolevulinate synthase 2"	"X"	"p11.21"	"NG_008983.1"	"UD_144474697364"	"397"	"212"	"301300"
"ALB"	"albumin"	"4"	"q13.3"	"NG_009291.1"	"UD_144474697555"	"399"	"213"	"103600"
"ALCAM"	"activated leukocyte cell adhesion molecule"	"3"	"q13.1"	"NG_029729.1"	"UD_144474697919"	"400"	"214"	"601662"
"ALDH1A1"	"aldehyde dehydrogenase 1 family, member A1"	"9"	"q21.13"	"NG_012249.1"	"UD_144474698181"	"402"	"216"	"100640"
"ALDH1A2"	"aldehyde dehydrogenase 1 family, member A2"	"15"	"q21.2"	"NG_012259.1"	"UD_144474698580"	"15472"	"8854"	"603687"
"ALDH1A3"	"aldehyde dehydrogenase 1 family, member A3"	"15"	"q26.3"	"NG_012254.1"	"UD_144474698751"	"409"	"220"	"600463"
"ALDH1B1"	"aldehyde dehydrogenase 1 family, member B1"	"9"	"p13"	"NG_012253.1"	"UD_144474699059"	"407"	"219"	"100670"
"ALDH1L1-AS1"	"ALDH1L1 antisense RNA 1"	"3"	"q21.3"	"NC_000003.11"	"UD_144474699900"	"40244"	""	""
"ALDH3A1"	"aldehyde dehydrogenase 3 family, member A1"	"17"	"p11.2"	"NG_012251.1"	"UD_144474700636"	"405"	"218"	"100660"
"ALDH3A2"	"aldehyde dehydrogenase 3 family, member A2"	"17"	"p11.2"	"NG_007095.2"	"UD_144474700951"	"403"	"224"	"609523"
"ALDH3B1"	"aldehyde dehydrogenase 3 family, member B1"	"11"	"q13"	"NG_012282.1"	"UD_144474701229"	"410"	"221"	"600466"
"ALDH3B2"	"aldehyde dehydrogenase 3 family, member B2"	"11"	"q13.2"	"NG_012255.1"	"UD_144474701509"	"411"	"222"	"601917"
"ALDH4A1"	"aldehyde dehydrogenase 4 family, member A1"	"1"	"p36"	"NG_012283.1"	"UD_144474701690"	"406"	"8659"	"606811"
"ALDH5A1"	"aldehyde dehydrogenase 5 family, member A1"	"6"	"p22"	"NG_008161.1"	"UD_144474702129"	"408"	"7915"	"610045"
"ALDH7A1"	"aldehyde dehydrogenase 7 family, member A1"	"5"	"q31"	"NG_008600.2"	"UD_144474702312"	"877"	"501"	"107323"
"ALDH8A1"	"aldehyde dehydrogenase 8 family, member A1"	"6"	"q24.1-q25.1"	"NG_012261.1"	"UD_144474702734"	"15471"	"64577"	"606467"
"ALDH9A1"	"aldehyde dehydrogenase 9 family, member A1"	"1"	"q24.1"	"NG_012256.1"	"UD_144474702986"	"412"	"223"	"602733"
"ALDH16A1"	"aldehyde dehydrogenase 16 family, member A1"	"19"	"q13.33"	"NG_012747.1"	"UD_144474703405"	"28114"	"126133"	"613358"
"ALDH18A1"	"aldehyde dehydrogenase 18 family, member A1"	"10"	"q24.1"	"NG_012258.1"	"UD_144474703720"	"9722"	"5832"	"138250"
"ALDOA"	"aldolase A, fructose-bisphosphate"	"16"	"p11.2"	"NG_008010.1"	"UD_144474704336"	"414"	"226"	"103850"
"ALDOB"	"aldolase B, fructose-bisphosphate"	"9"	"q21.3-q22.2"	"NG_012387.1"	"UD_144474704665"	"417"	"229"	"612724"
"ALDOC"	"aldolase C, fructose-bisphosphate"	"17"	"q11.2"	"NC_000017.10"	"UD_144474704861"	"418"	"230"	"103870"
"ALG1L"	"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase-like"	"3"	"q21.2"	"NC_000003.11"	"UD_144474705301"	"33721"	"200810"	""
